Question,Answer
සුමුදුගේ දැන් වයස අවුරුදු 9 කි ඇගේ අක්කාගේ දැන් වයස සුමුදුගේ දැන් වයස මෙන් 12 ගුණයක්  අක්කාගේ දැන් වයස කීය ද?,108
පැන්සල් 420 ක් ඇත ළමයෙකුට පැන්සල් 140 බැගින් ළමයි කී දෙනෙකුට ලබා දිය හැකි ද?,3
මකනයක  මිල රුපියල් 20 කි පොතක මිල මකනයක මිල මෙන් 14 ගුණයක්  පොතක මිල කොපමණ ද?,280
මීටර 60 ක් දිග ඉටි රෙද්දක් ඇත මේසවලට දැමීම සදහා සමාන දිගින් යුතු කැබලි 3 බැගින් කැබලි කොපමණ ප්‍රමාණයක් කැපිය හැකි ද?,20
මකනයක  මිල රුපියල් 20 කි පොතක මිල මකනයක මිල මෙන් 19 ගුණයක්  පොතක මිල කොපමණ ද?,380
පැන්සල් 420 ක් ඇත ළමයෙකුට පැන්සල් 4 බැගින් ළමයි කී දෙනෙකුට ලබා දිය හැකි ද?,105
යෝගට් 720 ක් ඇත යෝගට් 120 බැගින් වූ ඇසුරුම් කොපමණ සංඛ්‍යාවක් සෑදිය හැකි ද?,6
පොත් 900 ක් ඇත අයකුට 150 බැගින් කී දෙනෙකුට ලබා දිය හැකි ද?,6
අඹ ගෙඩි 1200 ක් ඇත අඹ ගෙඩි 60 බැගින් පෙට්ටි වලට වෙන් කලහොත් එසේ වෙන් කළ හැකි පෙට්ටි ගණන කීයද?,20
පෙට්ටියක පැන්සල් 4 ක් තිබේ එවැනි පෙට්ටි 20 ඇති මුළු පැන්සල් ගණන කොපමණ ද?,80
අඹ ගෙඩි 1200 ක් ඇත අඹ ගෙඩි 240 බැගින් පෙට්ටි වලට වෙන් කලහොත් එසේ වෙන් කළ හැකි පෙට්ටි ගණන කීයද?,5
පෙට්ටියක පැන්සල් 4 ක් තිබේ එවැනි පෙට්ටි 28 ඇති මුළු පැන්සල් ගණන කොපමණ ද?,112
සුමුදුගේ දැන් වයස අවුරුදු 9 කි ඇගේ අක්කාගේ දැන් වයස සුමුදුගේ දැන් වයස මෙන් 20 ගුණයක්  අක්කාගේ දැන් වයස කීය ද?,180
සහල් මල්ලක බර කිලෝග්‍රෑම් 5 කි ලූනු  මල්ලක බර සහල් මල්ලක බර මෙන් 76 ගුණයක්  ලූනු  මල්ලක බර කොපමණ ද?,380
මාරි බිස්කට් පැකට් එකක මිල රුපියල් 100 කි පෙට්‍රෝල් ලීටර එකක මිල මාරි බිස්කට් පැකට් එකක මිල මෙන් 4 ගුණයකි  පෙට්‍රෝල් ලීටරයක මිල කීයද?,400
සහල් මල්ලක බර කිලෝග්‍රෑම් 5 කි ලූනු  මල්ලක බර සහල් මල්ලක බර මෙන් 68 ගුණයක්  ලූනු  මල්ලක බර කොපමණ ද?,340
අඹ ගෙඩි 1200 ක් ඇත අඹ ගෙඩි 12 බැගින් පෙට්ටි වලට වෙන් කලහොත් එසේ වෙන් කළ හැකි පෙට්ටි ගණන කීයද?,100
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 5 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,10
බිස්කට් 300 ක් ඇත ළමයෙකුට බිස්කට් 4 බැගින් ළමයි කී දෙනෙකුට ලබා දිය හැකි ද?,75
යෝගට් 720 ක් ඇත යෝගට් 144 බැගින් වූ ඇසුරුම් කොපමණ සංඛ්‍යාවක් සෑදිය හැකි ද?,5
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 33 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,16269
කණුවකට බැලූන් බෝල 6 ක් බැගින් බැලූන් බෝල 600 ක් ගැට ගැසීමට අවශ්‍ය කණු ගණන කීය ද?,100
කඩයක මිනිසුන් 67 දෙනෙකු සිටී එවැනි කඩ 52 ක සිටින මුළු මිනිසුන් ගණන කීයද?,3484
මකනයක  මිල රුපියල් 20 කි පොතක මිල මකනයක මිල මෙන් 15 ගුණයක්  පොතක මිල කොපමණ ද?,300
අඹ ගෙඩි 1200 ක් ඇත අඹ ගෙඩි 8 බැගින් පෙට්ටි වලට වෙන් කලහොත් එසේ වෙන් කළ හැකි පෙට්ටි ගණන කීයද?,150
මීටර 90 ක් දිග කම්බියක් ඇත සමාන කැබලි 3 බැගින් කැබලි කොපමණ ප්‍රමාණයක් කැපිය හැකි ද?,30
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 60 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,29580
යෝගට් 720 ක් ඇත යෝගට් 48 බැගින් වූ ඇසුරුම් කොපමණ සංඛ්‍යාවක් සෑදිය හැකි ද?,15
මකනයක  මිල රුපියල් 20 කි පොතක මිල මකනයක මිල මෙන් 4 ගුණයක්  පොතක මිල කොපමණ ද?,80
මීටර 90 ක් දිග කම්බියක් ඇත සමාන කැබලි 5 බැගින් කැබලි කොපමණ ප්‍රමාණයක් කැපිය හැකි ද?,18
පාර්ලිමේන්තුවක හරක් 225 ක් සිටි එවැනි පාර්ලිමේන්තු 23 ක සිටින මුළු හරක් ගණන කීයද?,5175
කෙසෙල් ගෙඩි 840 ක් ඇත කෙසෙල් ගෙඩි 56 ක් බැගින් වෙන් කලහොත් එසේ වෙන් කළ හැකි කොටස් ගණන කීයද?,15
කණුවකට බැලූන් බෝල 50 ක් බැගින් බැලූන් බෝල 600 ක් ගැට ගැසීමට අවශ්‍ය කණු ගණන කීය ද?,12
සුමුදුගේ දැන් වයස අවුරුදු 9 කි ඇගේ අක්කාගේ දැන් වයස සුමුදුගේ දැන් වයස මෙන් 19 ගුණයක්  අක්කාගේ දැන් වයස කීය ද?,171
පෑනක මිල රුපියල් 12 කි එවැනි පෑන් 19 ක මිල කොපමණ ද?,228
බෝල 450  ක් ඇත බෝල 35 ක් බැගින් වෙන් කල හැකි කොටස් ගණන කීයද?,15
බිස්කට් 300 ක් ඇත ළමයෙකුට බිස්කට් 300 බැගින් ළමයි කී දෙනෙකුට ලබා දිය හැකි ද?,1
බිස්කට් 300 ක් ඇත ළමයෙකුට බිස්කට් 20 බැගින් ළමයි කී දෙනෙකුට ලබා දිය හැකි ද?,15
පෑනක මිල රුපියල් 12 කි එවැනි පෑන් 39 ක මිල කොපමණ ද?,468
කඩයක මිනිසුන් 67 දෙනෙකු සිටී එවැනි කඩ 97 ක සිටින මුළු මිනිසුන් ගණන කීයද?,6499
කෙසෙල් ගෙඩි 840 ක් ඇත කෙසෙල් ගෙඩි 12 ක් බැගින් වෙන් කලහොත් එසේ වෙන් කළ හැකි කොටස් ගණන කීයද?,70
පාර්ලිමේන්තුවක හරක් 225 ක් සිටි එවැනි පාර්ලිමේන්තු 73 ක සිටින මුළු හරක් ගණන කීයද?,16425
මේසයක පළල මීටර 7 ක් වේ එහි දිග පළල මෙන් 102 ගුණයකි   මේසයේ දිග කොපමණ ද?,714
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 23 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,46
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 12 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,5916
පොත් 900 ක් ඇත අයකුට 20 බැගින් කී දෙනෙකුට ලබා දිය හැකි ද?,45
කෙසෙල් ගෙඩි 840 ක් ඇත කෙසෙල් ගෙඩි 21 ක් බැගින් වෙන් කලහොත් එසේ වෙන් කළ හැකි කොටස් ගණන කීයද?,40
කණුවකට බැලූන් බෝල 8 ක් බැගින් බැලූන් බෝල 600 ක් ගැට ගැසීමට අවශ්‍ය කණු ගණන කීය ද?,75
මේසයක පළල මීටර 7 ක් වේ එහි දිග පළල මෙන් 112 ගුණයකි   මේසයේ දිග කොපමණ ද?,784
පොත් 900 ක් ඇත අයකුට 30 බැගින් කී දෙනෙකුට ලබා දිය හැකි ද?,30
යෝගට් 720 ක් ඇත යෝගට් 180 බැගින් වූ ඇසුරුම් කොපමණ සංඛ්‍යාවක් සෑදිය හැකි ද?,4
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 9 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,18
කඩයක මිනිසුන් 67 දෙනෙකු සිටී එවැනි කඩ 7 ක සිටින මුළු මිනිසුන් ගණන කීයද?,469
බිස්කට් 300 ක් ඇත ළමයෙකුට බිස්කට් 30 බැගින් ළමයි කී දෙනෙකුට ලබා දිය හැකි ද?,10
මාරි බිස්කට් පැකට් එකක මිල රුපියල් 100 කි පෙට්‍රෝල් ලීටර එකක මිල මාරි බිස්කට් පැකට් එකක මිල මෙන් 20 ගුණයකි  පෙට්‍රෝල් ලීටරයක මිල කීයද?,2000
මීටර 90 ක් දිග කම්බියක් ඇත සමාන කැබලි 90 බැගින් කැබලි කොපමණ ප්‍රමාණයක් කැපිය හැකි ද?,1
මාරි බිස්කට් පැකට් එකක මිල රුපියල් 100 කි පෙට්‍රෝල් ලීටර එකක මිල මාරි බිස්කට් පැකට් එකක මිල මෙන් 6 ගුණයකි  පෙට්‍රෝල් ලීටරයක මිල කීයද?,600
යෝගට් 720 ක් ඇත යෝගට් 6 බැගින් වූ ඇසුරුම් කොපමණ සංඛ්‍යාවක් සෑදිය හැකි ද?,120
කෙසෙල් ගෙඩි 840 ක් ඇත කෙසෙල් ගෙඩි 30 ක් බැගින් වෙන් කලහොත් එසේ වෙන් කළ හැකි කොටස් ගණන කීයද?,28
අඹ ගෙඩි 1200 ක් ඇත අඹ ගෙඩි 10 බැගින් පෙට්ටි වලට වෙන් කලහොත් එසේ වෙන් කළ හැකි පෙට්ටි ගණන කීයද?,120
  පෙට්ටියක පැන්සල් 4 ක් තිබේ එවැනි පෙට්ටි 40 ඇති මුළු පැන්සල් ගණන කොපමණ ද?,160
යෝගට් 720 ක් ඇත යෝගට් 40 බැගින් වූ ඇසුරුම් කොපමණ සංඛ්‍යාවක් සෑදිය හැකි ද?,18
පැන්සල් 420 ක් ඇත ළමයෙකුට පැන්සල් 7 බැගින් ළමයි කී දෙනෙකුට ලබා දිය හැකි ද?,60
සහල් මල්ලක බර කිලෝග්‍රෑම් 5 කි ලූනු  මල්ලක බර සහල් මල්ලක බර මෙන් 12 ගුණයක්  ලූනු  මල්ලක බර කොපමණ ද?,60
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 3 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,1479
පාර්ලිමේන්තුවක හරක් 225 ක් සිටි එවැනි පාර්ලිමේන්තු 39 ක සිටින මුළු හරක් ගණන කීයද?,8725
කණුවකට බැලූන් බෝල 15 ක් බැගින් බැලූන් බෝල 600 ක් ගැට ගැසීමට අවශ්‍ය කණු ගණන කීය ද?,40
උත්සව ශාලාවක ඇති පුටු 100 ක් ඇත මේසයකට පුටු 50 බැගින් මේස කීයක් තැබිය හැකි ද?,2
බිස්කට් 300 ක් ඇත ළමයෙකුට බිස්කට් 6 බැගින් ළමයි කී දෙනෙකුට ලබා දිය හැකි ද?,50
සුමුදුගේ දැන් වයස අවුරුදු 9 කි ඇගේ අක්කාගේ දැන් වයස සුමුදුගේ දැන් වයස මෙන් 8 ගුණයක්  අක්කාගේ දැන් වයස කීය ද?,72
පැන්සල් 420 ක් ඇත ළමයෙකුට පැන්සල් 2 බැගින් ළමයි කී දෙනෙකුට ලබා දිය හැකි ද?,210
පෑනක මිල රුපියල් 12 කි එවැනි පෑන් 35 ක මිල කොපමණ ද?,420
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 13 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,26
මාරි බිස්කට් පැකට් එකක මිල රුපියල් 100 කි පෙට්‍රෝල් ලීටර එකක මිල මාරි බිස්කට් පැකට් එකක මිල මෙන් 34 ගුණයකි  පෙට්‍රෝල් ලීටරයක මිල කීයද?,3400
මාරි බිස්කට් පැකට් එකක මිල රුපියල් 100 කි පෙට්‍රෝල් ලීටර එකක මිල මාරි බිස්කට් පැකට් එකක මිල මෙන් 10 ගුණයකි  පෙට්‍රෝල් ලීටරයක මිල කීයද?,1000
මීටර 90 ක් දිග කම්බියක් ඇත සමාන කැබලි 45 බැගින් කැබලි කොපමණ ප්‍රමාණයක් කැපිය හැකි ද?,2
කඩයක මිනිසුන් 67 දෙනෙකු සිටී එවැනි කඩ 77 ක සිටින මුළු මිනිසුන් ගණන කීයද?,5159
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 68 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,3944
සහල් මල්ලක බර කිලෝග්‍රෑම් 5 කි ලූනු  මල්ලක බර සහල් මල්ලක බර මෙන් 80 ගුණයක්  ලූනු  මල්ලක බර කොපමණ ද?,400
අඹ ගෙඩි 1200 ක් ඇත අඹ ගෙඩි 50 බැගින් පෙට්ටි වලට වෙන් කලහොත් එසේ වෙන් කළ හැකි පෙට්ටි ගණන කීයද?,24
මාරි බිස්කට් පැකට් එකක මිල රුපියල් 100 කි පෙට්‍රෝල් ලීටර එකක මිල මාරි බිස්කට් පැකට් එකක මිල මෙන් 14 ගුණයකි  පෙට්‍රෝල් ලීටරයක මිල කීයද?,1400
යෝගට් 720 ක් ඇත යෝගට් 60 බැගින් වූ ඇසුරුම් කොපමණ සංඛ්‍යාවක් සෑදිය හැකි ද?,12
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 57 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,28101
බිස්කට් 300 ක් ඇත ළමයෙකුට බිස්කට් 5 බැගින් ළමයි කී දෙනෙකුට ලබා දිය හැකි ද?,60
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 26 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,52
පොත් 900 ක් ඇත අයකුට 15 බැගින් කී දෙනෙකුට ලබා දිය හැකි ද?,60
බෝල 450  ක් ඇත බෝල 75 ක් බැගින් වෙන් කල හැකි කොටස් ගණන කීයද?,6
බෝල 450  ක් ඇත බෝල 90 ක් බැගින් වෙන් කල හැකි කොටස් ගණන කීයද?,5
  පෙට්ටියක පැන්සල් 4 ක් තිබේ එවැනි පෙට්ටි 34 ඇති මුළු පැන්සල් ගණන කොපමණ ද?,136
මකනයක  මිල රුපියල් 20 කි පොතක මිල මකනයක මිල මෙන් 16 ගුණයක්  පොතක මිල කොපමණ ද?,320
පාර්ලිමේන්තුවක හරක් 225 ක් සිටි එවැනි පාර්ලිමේන්තු 29 ක සිටින මුළු හරක් ගණන කීයද?,6525
පොත් 900 ක් ඇත අයකුට 18 බැගින් කී දෙනෙකුට ලබා දිය හැකි ද?,50
කෙසෙල් ගෙඩි 840 ක් ඇත කෙසෙල් ගෙඩි 280 ක් බැගින් වෙන් කලහොත් එසේ වෙන් කළ හැකි කොටස් ගණන කීයද?,3
මේසයක පළල මීටර 7 ක් වේ එහි දිග පළල මෙන් 52 ගුණයකි   මේසයේ දිග කොපමණ ද?,364
කඩයක මිනිසුන් 67 දෙනෙකු සිටී එවැනි කඩ 72 ක සිටින මුළු මිනිසුන් ගණන කීයද?,4824
මාරි බිස්කට් පැකට් එකක මිල රුපියල් 100 කි පෙට්‍රෝල් ලීටර එකක මිල මාරි බිස්කට් පැකට් එකක මිල මෙන් 28 ගුණයකි  පෙට්‍රෝල් ලීටරයක මිල කීයද?,2800
අඹ ගෙඩි 1200 ක් ඇත අඹ ගෙඩි 75 බැගින් පෙට්ටි වලට වෙන් කලහොත් එසේ වෙන් කළ හැකි පෙට්ටි ගණන කීයද?,16
සුමුදුගේ දැන් වයස අවුරුදු 9 කි ඇගේ අක්කාගේ දැන් වයස සුමුදුගේ දැන් වයස මෙන් 17 ගුණයක්  අක්කාගේ දැන් වයස කීය ද?,153
සුමුදුගේ දැන් වයස අවුරුදු 9 කි ඇගේ අක්කාගේ දැන් වයස සුමුදුගේ දැන් වයස මෙන් 9 ගුණයක්  අක්කාගේ දැන් වයස කීය ද?,81
මකනයක  මිල රුපියල් 20 කි පොතක මිල මකනයක මිල මෙන් 8 ගුණයක්  පොතක මිල කොපමණ ද?,160
යෝගට් 720 ක් ඇත යෝගට් 72 බැගින් වූ ඇසුරුම් කොපමණ සංඛ්‍යාවක් සෑදිය හැකි ද?,10
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 30 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,60
මකනයක  මිල රුපියල් 20 කි පොතක මිල මකනයක මිල මෙන් 2 ගුණයක්  පොතක මිල කොපමණ ද?,40
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 27 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,13311
පැන්සල් 420 ක් ඇත ළමයෙකුට පැන්සල් 20 බැගින් ළමයි කී දෙනෙකුට ලබා දිය හැකි ද?,21
යෝගට් 720 ක් ඇත යෝගට් 3 බැගින් වූ ඇසුරුම් කොපමණ සංඛ්‍යාවක් සෑදිය හැකි ද?,240
සහල් මල්ලක බර කිලෝග්‍රෑම් 5 කි ලූනු  මල්ලක බර සහල් මල්ලක බර මෙන් 36 ගුණයක්  ලූනු  මල්ලක බර කොපමණ ද?,180
යෝගට් 720 ක් ඇත යෝගට් 90 බැගින් වූ ඇසුරුම් කොපමණ සංඛ්‍යාවක් සෑදිය හැකි ද?,8
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 188 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,10904
පැන්සල් 420 ක් ඇත ළමයෙකුට පැන්සල් 60 බැගින් ළමයි කී දෙනෙකුට ලබා දිය හැකි ද?,7
උත්සව ශාලාවක ඇති පුටු 100 ක් ඇත මේසයකට පුටු 5 බැගින් මේස කීයක් තැබිය හැකි ද?,20
සුමුදුගේ දැන් වයස අවුරුදු 9 කි ඇගේ අක්කාගේ දැන් වයස සුමුදුගේ දැන් වයස මෙන් 2 ගුණයක්  අක්කාගේ දැන් වයස කීය ද?,18
මාරි බිස්කට් පැකට් එකක මිල රුපියල් 100 කි පෙට්‍රෝල් ලීටර එකක මිල මාරි බිස්කට් පැකට් එකක මිල මෙන් 18 ගුණයකි  පෙට්‍රෝල් ලීටරයක මිල කීයද?,1800
මේසයක පළල මීටර 7 ක් වේ එහි දිග පළල මෙන් 2 ගුණයකි   මේසයේ දිග කොපමණ ද?,14
සහල් මල්ලක බර කිලෝග්‍රෑම් 5 කි ලූනු  මල්ලක බර සහල් මල්ලක බර මෙන් 60 ගුණයක්  ලූනු  මල්ලක බර කොපමණ ද?,300
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 118 ක ඇති මුළු පුටු ගණන කීය ද?,2006
පෙට්ටියක පැන්සල් 4 ක් තිබේ එවැනි පෙට්ටි 4 ඇති මුළු පැන්සල් ගණන කොපමණ ද?,16
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 116 ක ඇති මුළු පුටු ගණන කීය ද?,1972
සහල් මල්ලක බර කිලෝග්‍රෑම් 5 කි ලූනු  මල්ලක බර සහල් මල්ලක බර මෙන් 28 ගුණයක්  ලූනු  මල්ලක බර කොපමණ ද?,140
බිස්කට් 300 ක් ඇත ළමයෙකුට බිස්කට් 100 බැගින් ළමයි කී දෙනෙකුට ලබා දිය හැකි ද?,3
පොත් 900 ක් ඇත අයකුට 45 බැගින් කී දෙනෙකුට ලබා දිය හැකි ද?,20
කඩයක මිනිසුන් 67 දෙනෙකු සිටී එවැනි කඩ 12 ක සිටින මුළු මිනිසුන් ගණන කීයද?,804
කණුවකට බැලූන් බෝල 4 ක් බැගින් බැලූන් බෝල 600 ක් ගැට ගැසීමට අවශ්‍ය කණු ගණන කීය ද?,150
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 129 ක ඇති මුළු පුටු ගණන කීය ද?,2193
මකනයක  මිල රුපියල් 20 කි පොතක මිල මකනයක මිල මෙන් 9 ගුණයක්  පොතක මිල කොපමණ ද?,180
බෝල 450  ක් ඇත බෝල 10 ක් බැගින් වෙන් කල හැකි කොටස් ගණන කීයද?,45
බෝල 450  ක් ඇත බෝල 3 ක් බැගින් වෙන් කල හැකි කොටස් ගණන කීයද?,150
පෙට්ටියක පැන්සල් 4 ක් තිබේ එවැනි පෙට්ටි 8 ඇති මුළු පැන්සල් ගණන කොපමණ ද?,32
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 10 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,20
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 30 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,14790
මාරි බිස්කට් පැකට් එකක මිල රුපියල් 100 කි පෙට්‍රෝල් ලීටර එකක මිල මාරි බිස්කට් පැකට් එකක මිල මෙන් 12 ගුණයකි  පෙට්‍රෝල් ලීටරයක මිල කීයද?,1200
මේසයක පළල මීටර 7 ක් වේ එහි දිග පළල මෙන් 12 ගුණයකි   මේසයේ දිග කොපමණ ද?,84
පොත් 900 ක් ඇත අයකුට 36 බැගින් කී දෙනෙකුට ලබා දිය හැකි ද?,25
  පෙට්ටියක පැන්සල් 4 ක් තිබේ එවැනි පෙට්ටි 38 ඇති මුළු පැන්සල් ගණන කොපමණ ද?,152
මේසයක පළල මීටර 7 ක් වේ එහි දිග පළල මෙන් 182 ගුණයකි   මේසයේ දිග කොපමණ ද?,1274
පෑනක මිල රුපියල් 12 කි එවැනි පෑන් 23 ක මිල කොපමණ ද?,276
අඹ ගෙඩි 1200 ක් ඇත අඹ ගෙඩි 5 බැගින් පෙට්ටි වලට වෙන් කලහොත් එසේ වෙන් කළ හැකි පෙට්ටි ගණන කීයද?,240
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 17 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,34
යෝගට් 720 ක් ඇත යෝගට් 12 බැගින් වූ ඇසුරුම් කොපමණ සංඛ්‍යාවක් සෑදිය හැකි ද?,60
පෙට්ටියක පැන්සල් 4 ක් තිබේ එවැනි පෙට්ටි 14 ඇති මුළු පැන්සල් ගණන කොපමණ ද?,56
පැන්සල් 420 ක් ඇත ළමයෙකුට පැන්සල් 105 බැගින් ළමයි කී දෙනෙකුට ලබා දිය හැකි ද?,4
උත්සව ශාලාවක ඇති පුටු 100 ක් ඇත මේසයකට පුටු 20 බැගින් මේස කීයක් තැබිය හැකි ද?,5
බෝල 450  ක් ඇත බෝල 9 ක් බැගින් වෙන් කල හැකි කොටස් ගණන කීයද?,50
බිස්කට් 300 ක් ඇත ළමයෙකුට බිස්කට් 50 බැගින් ළමයි කී දෙනෙකුට ලබා දිය හැකි ද?,6
කෙසෙල් ගෙඩි 840 ක් ඇත කෙසෙල් ගෙඩි 40 ක් බැගින් වෙන් කලහොත් එසේ වෙන් කළ හැකි කොටස් ගණන කීයද?,21
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 134 ක ඇති මුළු පුටු ගණන කීය ද?,2278
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 124 ක ඇති මුළු පුටු ගණන කීය ද?,2108
පැන්සල් 420 ක් ඇත ළමයෙකුට පැන්සල් 28 බැගින් ළමයි කී දෙනෙකුට ලබා දිය හැකි ද?,15
සුමුදුගේ දැන් වයස අවුරුදු 9 කි ඇගේ අක්කාගේ දැන් වයස සුමුදුගේ දැන් වයස මෙන් 16 ගුණයක්  අක්කාගේ දැන් වයස කීය ද?,144
පැන්සල් 420 ක් ඇත ළමයෙකුට පැන්සල් 6 බැගින් ළමයි කී දෙනෙකුට ලබා දිය හැකි ද?,70
අඹ ගෙඩි 1200 ක් ඇත අඹ ගෙඩි 150 බැගින් පෙට්ටි වලට වෙන් කලහොත් එසේ වෙන් කළ හැකි පෙට්ටි ගණන කීයද?,8
පෑනක මිල රුපියල් 12 කි එවැනි පෑන් 15 ක මිල කොපමණ ද?,180
මේසයක පළල මීටර 7 ක් වේ එහි දිග පළල මෙන් 162 ගුණයකි   මේසයේ දිග කොපමණ ද?,1134
සහල් මල්ලක බර කිලෝග්‍රෑම් 5 කි ලූනු  මල්ලක බර සහල් මල්ලක බර මෙන් 40 ගුණයක්  ලූනු  මල්ලක බර කොපමණ ද?,200
කණුවකට බැලූන් බෝල 3 ක් බැගින් බැලූන් බෝල 600 ක් ගැට ගැසීමට අවශ්‍ය කණු ගණන කීය ද?,200
කෙසෙල් ගෙඩි 840 ක් ඇත කෙසෙල් ගෙඩි 5 ක් බැගින් වෙන් කලහොත් එසේ වෙන් කළ හැකි කොටස් ගණන කීයද?,168
කෙසෙල් ගෙඩි 840 ක් ඇත කෙසෙල් ගෙඩි 8 ක් බැගින් වෙන් කලහොත් එසේ වෙන් කළ හැකි කොටස් ගණන කීයද?,105
මේසයක පළල මීටර 7 ක් වේ එහි දිග පළල මෙන් 92 ගුණයකි   මේසයේ දිග කොපමණ ද?,644
යෝගට් 720 ක් ඇත යෝගට් 18 බැගින් වූ ඇසුරුම් කොපමණ සංඛ්‍යාවක් සෑදිය හැකි ද?,40
මාරි බිස්කට් පැකට් එකක මිල රුපියල් 100 කි පෙට්‍රෝල් ලීටර එකක මිල මාරි බිස්කට් පැකට් එකක මිල මෙන් 22 ගුණයකි  පෙට්‍රෝල් ලීටරයක මිල කීයද?,2200
සුමුදුගේ දැන් වයස අවුරුදු 9 කි ඇගේ අක්කාගේ දැන් වයස සුමුදුගේ දැන් වයස මෙන් 18 ගුණයක්  අක්කාගේ දැන් වයස කීය ද?,162
මීටර 60 ක් දිග ඉටි රෙද්දක් ඇත මේසවලට දැමීම සදහා සමාන දිගින් යුතු කැබලි 10 බැගින් කැබලි කොපමණ ප්‍රමාණයක් කැපිය හැකි ද?,6
පාර්ලිමේන්තුවක හරක් 225 ක් සිටි එවැනි පාර්ලිමේන්තු 69 ක සිටින මුළු හරක් ගණන කීයද?,15525
පෑනක මිල රුපියල් 12 කි එවැනි පෑන් 37 ක මිල කොපමණ ද?,444
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 123 ක ඇති මුළු පුටු ගණන කීය ද?,2091
මකනයක  මිල රුපියල් 20 කි පොතක මිල මකනයක මිල මෙන් 11 ගුණයක්  පොතක මිල කොපමණ ද?,220
කණුවකට බැලූන් බෝල 2 ක් බැගින් බැලූන් බෝල 600 ක් ගැට ගැසීමට අවශ්‍ය කණු ගණන කීය ද?,300
මේසයක පළල මීටර 7 ක් වේ එහි දිග පළල මෙන් 82 ගුණයකි   මේසයේ දිග කොපමණ ද?,574
සුමුදුගේ දැන් වයස අවුරුදු 9 කි ඇගේ අක්කාගේ දැන් වයස සුමුදුගේ දැන් වයස මෙන් 15 ගුණයක්  අක්කාගේ දැන් වයස කීය ද?,135
පෑනක මිල රුපියල් 12 කි එවැනි පෑන් 11 ක මිල කොපමණ ද?,132
යෝගට් 720 ක් ඇත යෝගට් 45 බැගින් වූ ඇසුරුම් කොපමණ සංඛ්‍යාවක් සෑදිය හැකි ද?,16
උත්සව ශාලාවක ඇති පුටු 100 ක් ඇත මේසයකට පුටු 4 බැගින් මේස කීයක් තැබිය හැකි ද?,25
කෙසෙල් ගෙඩි 840 ක් ඇත කෙසෙල් ගෙඩි 105 ක් බැගින් වෙන් කලහොත් එසේ වෙන් කළ හැකි කොටස් ගණන කීයද?,8
