Question,Answer
අඹ ගෙඩි 1200 ක් ඇත අඹ ගෙඩි 25 බැගින් පෙට්ටි වලට වෙන් කලහොත් එසේ වෙන් කළ හැකි පෙට්ටි ගණන කීයද?,48
අඹ ගෙඩි 1200 ක් ඇත අඹ ගෙඩි 30 බැගින් පෙට්ටි වලට වෙන් කලහොත් එසේ වෙන් කළ හැකි පෙට්ටි ගණන කීයද?,40
අඹ ගෙඩි 1200 ක් ඇත අඹ ගෙඩි 40 බැගින් පෙට්ටි වලට වෙන් කලහොත් එසේ වෙන් කළ හැකි පෙට්ටි ගණන කීයද?,30
අඹ ගෙඩි 1200 ක් ඇත අඹ ගෙඩි 48 බැගින් පෙට්ටි වලට වෙන් කලහොත් එසේ වෙන් කළ හැකි පෙට්ටි ගණන කීයද?,25
අඹ ගෙඩි 1200 ක් ඇත අඹ ගෙඩි 50 බැගින් පෙට්ටි වලට වෙන් කලහොත් එසේ වෙන් කළ හැකි පෙට්ටි ගණන කීයද?,24
අඹ ගෙඩි 1200 ක් ඇත අඹ ගෙඩි 60 බැගින් පෙට්ටි වලට වෙන් කලහොත් එසේ වෙන් කළ හැකි පෙට්ටි ගණන කීයද?,20
අඹ ගෙඩි 1200 ක් ඇත අඹ ගෙඩි 75 බැගින් පෙට්ටි වලට වෙන් කලහොත් එසේ වෙන් කළ හැකි පෙට්ටි ගණන කීයද?,16
අඹ ගෙඩි 1200 ක් ඇත අඹ ගෙඩි 80 බැගින් පෙට්ටි වලට වෙන් කලහොත් එසේ වෙන් කළ හැකි පෙට්ටි ගණන කීයද?,15
අඹ ගෙඩි 1200 ක් ඇත අඹ ගෙඩි 100 බැගින් පෙට්ටි වලට වෙන් කලහොත් එසේ වෙන් කළ හැකි පෙට්ටි ගණන කීයද?,12
අඹ ගෙඩි 1200 ක් ඇත අඹ ගෙඩි 120 බැගින් පෙට්ටි වලට වෙන් කලහොත් එසේ වෙන් කළ හැකි පෙට්ටි ගණන කීයද?,10
අඹ ගෙඩි 1200 ක් ඇත අඹ ගෙඩි 150 බැගින් පෙට්ටි වලට වෙන් කලහොත් එසේ වෙන් කළ හැකි පෙට්ටි ගණන කීයද?,8
අඹ ගෙඩි 1200 ක් ඇත අඹ ගෙඩි 200 බැගින් පෙට්ටි වලට වෙන් කලහොත් එසේ වෙන් කළ හැකි පෙට්ටි ගණන කීයද?,6
අඹ ගෙඩි 1200 ක් ඇත අඹ ගෙඩි 240 බැගින් පෙට්ටි වලට වෙන් කලහොත් එසේ වෙන් කළ හැකි පෙට්ටි ගණන කීයද?,5
අඹ ගෙඩි 1200 ක් ඇත අඹ ගෙඩි 300 බැගින් පෙට්ටි වලට වෙන් කලහොත් එසේ වෙන් කළ හැකි පෙට්ටි ගණන කීයද?,4
අඹ ගෙඩි 1200 ක් ඇත අඹ ගෙඩි 400 බැගින් පෙට්ටි වලට වෙන් කලහොත් එසේ වෙන් කළ හැකි පෙට්ටි ගණන කීයද?,3
අඹ ගෙඩි 1200 ක් ඇත අඹ ගෙඩි 600 බැගින් පෙට්ටි වලට වෙන් කලහොත් එසේ වෙන් කළ හැකි පෙට්ටි ගණන කීයද?,2
උත්සව ශාලාවක ඇති පුටු 100 ක් ඇත මේසයකට පුටු 2 බැගින් මේස කීයක් තැබිය හැකි ද?,50
උත්සව ශාලාවක ඇති පුටු 100 ක් ඇත මේසයකට පුටු 4 බැගින් මේස කීයක් තැබිය හැකි ද?,25
උත්සව ශාලාවක ඇති පුටු 100 ක් ඇත මේසයකට පුටු 5 බැගින් මේස කීයක් තැබිය හැකි ද?,20
උත්සව ශාලාවක ඇති පුටු 100 ක් ඇත මේසයකට පුටු 10 බැගින් මේස කීයක් තැබිය හැකි ද?,10
උත්සව ශාලාවක ඇති පුටු 100 ක් ඇත මේසයකට පුටු 20 බැගින් මේස කීයක් තැබිය හැකි ද?,5
උත්සව ශාලාවක ඇති පුටු 100 ක් ඇත මේසයකට පුටු 25 බැගින් මේස කීයක් තැබිය හැකි ද?,4
උත්සව ශාලාවක ඇති පුටු 100 ක් ඇත මේසයකට පුටු 50 බැගින් මේස කීයක් තැබිය හැකි ද?,2
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 2 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,4
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 3 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,6
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 4 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,8
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 5 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,10
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 6 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,12
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 7 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,14
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 8 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,16
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 9 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,18
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 10 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,20
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 11 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,22
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 12 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,24
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 13 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,26
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 14 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,28
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 15 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,30
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 16 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,32
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 17 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,34
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 18 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,36
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 19 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,38
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 20 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,40
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 21 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,42
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 22 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,44
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 23 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,46
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 24 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,48
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 25 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,50
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 26 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,52
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 27 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,54
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 28 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,56
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 29 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,58
කූඩයක නාරං ගෙඩි 2 ක් ඇත එවැනි කූඩ 30 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,60
පෙට්ටියක පැන්සල් 4 ක් තිබේ එවැනි පෙට්ටි 2 ඇති මුළු පැන්සල් ගණන කොපමණ ද?,8
පෙට්ටියක පැන්සල් 4 ක් තිබේ එවැනි පෙට්ටි 4 ඇති මුළු පැන්සල් ගණන කොපමණ ද?,16
පෙට්ටියක පැන්සල් 4 ක් තිබේ එවැනි පෙට්ටි 6 ඇති මුළු පැන්සල් ගණන කොපමණ ද?,24
පෙට්ටියක පැන්සල් 4 ක් තිබේ එවැනි පෙට්ටි 8 ඇති මුළු පැන්සල් ගණන කොපමණ ද?,32
පෙට්ටියක පැන්සල් 4 ක් තිබේ එවැනි පෙට්ටි 10 ඇති මුළු පැන්සල් ගණන කොපමණ ද?,40
පෙට්ටියක පැන්සල් 4 ක් තිබේ එවැනි පෙට්ටි 12 ඇති මුළු පැන්සල් ගණන කොපමණ ද?,48
පෙට්ටියක පැන්සල් 4 ක් තිබේ එවැනි පෙට්ටි 14 ඇති මුළු පැන්සල් ගණන කොපමණ ද?,56
පෙට්ටියක පැන්සල් 4 ක් තිබේ එවැනි පෙට්ටි 16 ඇති මුළු පැන්සල් ගණන කොපමණ ද?,64
පෙට්ටියක පැන්සල් 4 ක් තිබේ එවැනි පෙට්ටි 18 ඇති මුළු පැන්සල් ගණන කොපමණ ද?,72
පෙට්ටියක පැන්සල් 4 ක් තිබේ එවැනි පෙට්ටි 20 ඇති මුළු පැන්සල් ගණන කොපමණ ද?,80
පෙට්ටියක පැන්සල් 4 ක් තිබේ එවැනි පෙට්ටි 22 ඇති මුළු පැන්සල් ගණන කොපමණ ද?,88
පෙට්ටියක පැන්සල් 4 ක් තිබේ එවැනි පෙට්ටි 24 ඇති මුළු පැන්සල් ගණන කොපමණ ද?,96
පෙට්ටියක පැන්සල් 4 ක් තිබේ එවැනි පෙට්ටි 26 ඇති මුළු පැන්සල් ගණන කොපමණ ද?,104
පෙට්ටියක පැන්සල් 4 ක් තිබේ එවැනි පෙට්ටි 28 ඇති මුළු පැන්සල් ගණන කොපමණ ද?,112
  පෙට්ටියක පැන්සල් 4 ක් තිබේ එවැනි පෙට්ටි 30 ඇති මුළු පැන්සල් ගණන කොපමණ ද?,120
  පෙට්ටියක පැන්සල් 4 ක් තිබේ එවැනි පෙට්ටි 32 ඇති මුළු පැන්සල් ගණන කොපමණ ද?,128
  පෙට්ටියක පැන්සල් 4 ක් තිබේ එවැනි පෙට්ටි 34 ඇති මුළු පැන්සල් ගණන කොපමණ ද?,136
  පෙට්ටියක පැන්සල් 4 ක් තිබේ එවැනි පෙට්ටි 36 ඇති මුළු පැන්සල් ගණන කොපමණ ද?,144
  පෙට්ටියක පැන්සල් 4 ක් තිබේ එවැනි පෙට්ටි 38 ඇති මුළු පැන්සල් ගණන කොපමණ ද?,152
  පෙට්ටියක පැන්සල් 4 ක් තිබේ එවැනි පෙට්ටි 40 ඇති මුළු පැන්සල් ගණන කොපමණ ද?,160
පෑනක මිල රුපියල් 12 කි එවැනි පෑන් 3 ක මිල කොපමණ ද?,36
පෑනක මිල රුපියල් 12 කි එවැනි පෑන් 5 ක මිල කොපමණ ද?,60
පෑනක මිල රුපියල් 12 කි එවැනි පෑන් 7 ක මිල කොපමණ ද?,84
පෑනක මිල රුපියල් 12 කි එවැනි පෑන් 9 ක මිල කොපමණ ද?,108
පෑනක මිල රුපියල් 12 කි එවැනි පෑන් 11 ක මිල කොපමණ ද?,132
පෑනක මිල රුපියල් 12 කි එවැනි පෑන් 13 ක මිල කොපමණ ද?,156
පෑනක මිල රුපියල් 12 කි එවැනි පෑන් 15 ක මිල කොපමණ ද?,180
පෑනක මිල රුපියල් 12 කි එවැනි පෑන් 17 ක මිල කොපමණ ද?,204
පෑනක මිල රුපියල් 12 කි එවැනි පෑන් 19 ක මිල කොපමණ ද?,228
පෑනක මිල රුපියල් 12 කි එවැනි පෑන් 21 ක මිල කොපමණ ද?,252
පෑනක මිල රුපියල් 12 කි එවැනි පෑන් 23 ක මිල කොපමණ ද?,276
පෑනක මිල රුපියල් 12 කි එවැනි පෑන් 25 ක මිල කොපමණ ද?,300
පෑනක මිල රුපියල් 12 කි එවැනි පෑන් 27 ක මිල කොපමණ ද?,324
පෑනක මිල රුපියල් 12 කි එවැනි පෑන් 29 ක මිල කොපමණ ද?,348
පෑනක මිල රුපියල් 12 කි එවැනි පෑන් 31 ක මිල කොපමණ ද?,372
පෑනක මිල රුපියල් 12 කි එවැනි පෑන් 33 ක මිල කොපමණ ද?,396
පෑනක මිල රුපියල් 12 කි එවැනි පෑන් 35 ක මිල කොපමණ ද?,420
පෑනක මිල රුපියල් 12 කි එවැනි පෑන් 37 ක මිල කොපමණ ද?,444
පෑනක මිල රුපියල් 12 කි එවැනි පෑන් 39 ක මිල කොපමණ ද?,468
මකනයක  මිල රුපියල් 20 කි පොතක මිල මකනයක මිල මෙන් 2 ගුණයක්  පොතක මිල කොපමණ ද?,40
මකනයක  මිල රුපියල් 20 කි පොතක මිල මකනයක මිල මෙන් 3 ගුණයක්  පොතක මිල කොපමණ ද?,60
මකනයක  මිල රුපියල් 20 කි පොතක මිල මකනයක මිල මෙන් 4 ගුණයක්  පොතක මිල කොපමණ ද?,80
මකනයක  මිල රුපියල් 20 කි පොතක මිල මකනයක මිල මෙන් 5 ගුණයක්  පොතක මිල කොපමණ ද?,100
මකනයක  මිල රුපියල් 20 කි පොතක මිල මකනයක මිල මෙන් 6 ගුණයක්  පොතක මිල කොපමණ ද?,120
මකනයක  මිල රුපියල් 20 කි පොතක මිල මකනයක මිල මෙන් 7 ගුණයක්  පොතක මිල කොපමණ ද?,140
මකනයක  මිල රුපියල් 20 කි පොතක මිල මකනයක මිල මෙන් 8 ගුණයක්  පොතක මිල කොපමණ ද?,160
මකනයක  මිල රුපියල් 20 කි පොතක මිල මකනයක මිල මෙන් 9 ගුණයක්  පොතක මිල කොපමණ ද?,180
මකනයක  මිල රුපියල් 20 කි පොතක මිල මකනයක මිල මෙන් 10 ගුණයක්  පොතක මිල කොපමණ ද?,200
මකනයක  මිල රුපියල් 20 කි පොතක මිල මකනයක මිල මෙන් 11 ගුණයක්  පොතක මිල කොපමණ ද?,220
මකනයක  මිල රුපියල් 20 කි පොතක මිල මකනයක මිල මෙන් 12 ගුණයක්  පොතක මිල කොපමණ ද?,240
මකනයක  මිල රුපියල් 20 කි පොතක මිල මකනයක මිල මෙන් 13 ගුණයක්  පොතක මිල කොපමණ ද?,260
මකනයක  මිල රුපියල් 20 කි පොතක මිල මකනයක මිල මෙන් 14 ගුණයක්  පොතක මිල කොපමණ ද?,280
මකනයක  මිල රුපියල් 20 කි පොතක මිල මකනයක මිල මෙන් 15 ගුණයක්  පොතක මිල කොපමණ ද?,300
මකනයක  මිල රුපියල් 20 කි පොතක මිල මකනයක මිල මෙන් 16 ගුණයක්  පොතක මිල කොපමණ ද?,320
මකනයක  මිල රුපියල් 20 කි පොතක මිල මකනයක මිල මෙන් 17 ගුණයක්  පොතක මිල කොපමණ ද?,340
මකනයක  මිල රුපියල් 20 කි පොතක මිල මකනයක මිල මෙන් 18 ගුණයක්  පොතක මිල කොපමණ ද?,360
මකනයක  මිල රුපියල් 20 කි පොතක මිල මකනයක මිල මෙන් 19 ගුණයක්  පොතක මිල කොපමණ ද?,380
මකනයක  මිල රුපියල් 20 කි පොතක මිල මකනයක මිල මෙන් 20 ගුණයක්  පොතක මිල කොපමණ ද?,400
සුමුදුගේ දැන් වයස අවුරුදු 9 කි ඇගේ අක්කාගේ දැන් වයස සුමුදුගේ දැන් වයස මෙන් 2 ගුණයක්  අක්කාගේ දැන් වයස කීය ද?,18
සුමුදුගේ දැන් වයස අවුරුදු 9 කි ඇගේ අක්කාගේ දැන් වයස සුමුදුගේ දැන් වයස මෙන් 3 ගුණයක්  අක්කාගේ දැන් වයස කීය ද?,27
සුමුදුගේ දැන් වයස අවුරුදු 9 කි ඇගේ අක්කාගේ දැන් වයස සුමුදුගේ දැන් වයස මෙන් 4 ගුණයක්  අක්කාගේ දැන් වයස කීය ද?,36
සුමුදුගේ දැන් වයස අවුරුදු 9 කි ඇගේ අක්කාගේ දැන් වයස සුමුදුගේ දැන් වයස මෙන් 5 ගුණයක්  අක්කාගේ දැන් වයස කීය ද?,45
සුමුදුගේ දැන් වයස අවුරුදු 9 කි ඇගේ අක්කාගේ දැන් වයස සුමුදුගේ දැන් වයස මෙන් 6 ගුණයක්  අක්කාගේ දැන් වයස කීය ද?,54
සුමුදුගේ දැන් වයස අවුරුදු 9 කි ඇගේ අක්කාගේ දැන් වයස සුමුදුගේ දැන් වයස මෙන් 7 ගුණයක්  අක්කාගේ දැන් වයස කීය ද?,63
සුමුදුගේ දැන් වයස අවුරුදු 9 කි ඇගේ අක්කාගේ දැන් වයස සුමුදුගේ දැන් වයස මෙන් 8 ගුණයක්  අක්කාගේ දැන් වයස කීය ද?,72
සුමුදුගේ දැන් වයස අවුරුදු 9 කි ඇගේ අක්කාගේ දැන් වයස සුමුදුගේ දැන් වයස මෙන් 9 ගුණයක්  අක්කාගේ දැන් වයස කීය ද?,81
සුමුදුගේ දැන් වයස අවුරුදු 9 කි ඇගේ අක්කාගේ දැන් වයස සුමුදුගේ දැන් වයස මෙන් 10 ගුණයක්  අක්කාගේ දැන් වයස කීය ද?,90
සුමුදුගේ දැන් වයස අවුරුදු 9 කි ඇගේ අක්කාගේ දැන් වයස සුමුදුගේ දැන් වයස මෙන් 11 ගුණයක්  අක්කාගේ දැන් වයස කීය ද?,99
සුමුදුගේ දැන් වයස අවුරුදු 9 කි ඇගේ අක්කාගේ දැන් වයස සුමුදුගේ දැන් වයස මෙන් 12 ගුණයක්  අක්කාගේ දැන් වයස කීය ද?,108
සුමුදුගේ දැන් වයස අවුරුදු 9 කි ඇගේ අක්කාගේ දැන් වයස සුමුදුගේ දැන් වයස මෙන් 13 ගුණයක්  අක්කාගේ දැන් වයස කීය ද?,117
සුමුදුගේ දැන් වයස අවුරුදු 9 කි ඇගේ අක්කාගේ දැන් වයස සුමුදුගේ දැන් වයස මෙන් 14 ගුණයක්  අක්කාගේ දැන් වයස කීය ද?,126
සුමුදුගේ දැන් වයස අවුරුදු 9 කි ඇගේ අක්කාගේ දැන් වයස සුමුදුගේ දැන් වයස මෙන් 15 ගුණයක්  අක්කාගේ දැන් වයස කීය ද?,135
සුමුදුගේ දැන් වයස අවුරුදු 9 කි ඇගේ අක්කාගේ දැන් වයස සුමුදුගේ දැන් වයස මෙන් 16 ගුණයක්  අක්කාගේ දැන් වයස කීය ද?,144
සුමුදුගේ දැන් වයස අවුරුදු 9 කි ඇගේ අක්කාගේ දැන් වයස සුමුදුගේ දැන් වයස මෙන් 17 ගුණයක්  අක්කාගේ දැන් වයස කීය ද?,153
සුමුදුගේ දැන් වයස අවුරුදු 9 කි ඇගේ අක්කාගේ දැන් වයස සුමුදුගේ දැන් වයස මෙන් 18 ගුණයක්  අක්කාගේ දැන් වයස කීය ද?,162
සුමුදුගේ දැන් වයස අවුරුදු 9 කි ඇගේ අක්කාගේ දැන් වයස සුමුදුගේ දැන් වයස මෙන් 19 ගුණයක්  අක්කාගේ දැන් වයස කීය ද?,171
සුමුදුගේ දැන් වයස අවුරුදු 9 කි ඇගේ අක්කාගේ දැන් වයස සුමුදුගේ දැන් වයස මෙන් 20 ගුණයක්  අක්කාගේ දැන් වයස කීය ද?,180
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 58 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,3364
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 68 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,3944
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 78 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,4524
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 88 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,5104
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 98 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,5684
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 108 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,6264
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 118 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,6844
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 128 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,7424
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 138 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,7424
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 148 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,8584
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 158 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,9164
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 168ක  ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,9744
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 178 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,10324
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 188 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,10904
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 198 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,11484
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 208 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,12064
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 218 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,12644
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 228 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,13224
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 238 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,13804
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 248 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,14384
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 258 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,14964
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 116 ක ඇති මුළු පුටු ගණන කීය ද?,1972
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 117 ක ඇති මුළු පුටු ගණන කීය ද?,1989
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 118 ක ඇති මුළු පුටු ගණන කීය ද?,2006
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 119 ක ඇති මුළු පුටු ගණන කීය ද?,2023
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 120 ක ඇති මුළු පුටු ගණන කීය ද?,2040
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 121 ක ඇති මුළු පුටු ගණන කීය ද?,2057
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 122 ක ඇති මුළු පුටු ගණන කීය ද?,2074
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 123 ක ඇති මුළු පුටු ගණන කීය ද?,2091
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 124 ක ඇති මුළු පුටු ගණන කීය ද?,2108
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 125 ක ඇති මුළු පුටු ගණන කීය ද?,2125
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 126 ක ඇති මුළු පුටු ගණන කීය ද?,2146
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 127 ක ඇති මුළු පුටු ගණන කීය ද?,2159
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 128 ක ඇති මුළු පුටු ගණන කීය ද?,2176
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 129 ක ඇති මුළු පුටු ගණන කීය ද?,2193
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 130 ක ඇති මුළු පුටු ගණන කීය ද?,2210
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 131 ක ඇති මුළු පුටු ගණන කීය ද?,2227
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 132 ක ඇති මුළු පුටු ගණන කීය ද?,2244
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 133 ක ඇති මුළු පුටු ගණන කීය ද?,2261
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 134 ක ඇති මුළු පුටු ගණන කීය ද?,2278
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 135 ක ඇති මුළු පුටු ගණන කීය ද?,2295
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 3 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,1479
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 6 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,2958
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 9 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,4437
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 12 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,5916
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 15 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,7395
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 18 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,8874
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 21 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,10353
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 24 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,11832
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 27 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,13311
